trace,schema
gpu_fmt_uint16.trace,metal-visual-highlight-chain-app
gpu_fmt_uint16.trace,metal-visual-highlight-chain-display
gpu_fmt_uint16.trace,metal-visual-highlight-chain-driver
gpu_fmt_uint16.trace,metal-visual-highlight-chain-gpu
gpu_fmt_uint16.trace,metal-wired-sysmem-level-interval
gpu_fmt_uint16.trace,mps-hw-intervals
gpu_fmt_uint16.trace,os-log
gpu_fmt_uint16.trace,os-signpost
gpu_fmt_uint16.trace,os-signpost-arg
gpu_fmt_uint16.trace,potential-hangs
gpu_fmt_uint16.trace,process-info
gpu_fmt_uint16.trace,runloop-events
gpu_fmt_uint16.trace,thread-info
gpu_fmt_uint16.trace,tick
gpu_fmt_uint16.trace,time-info
gpu_fmt_uint16.trace,time-profile
gpu_fmt_uint16.trace,time-sample
gpu_fmt_uint16.trace,visual-chain
gpu_fmt_uint16.trace,visual-connection
gpu_fmt_uint32.trace,ca-client-buffer-wait-interval
gpu_fmt_uint32.trace,ca-client-present-request
gpu_fmt_uint32.trace,ca-client-presented-handler
gpu_fmt_uint32.trace,device-display-info
gpu_fmt_uint32.trace,device-gpu-info
gpu_fmt_uint32.trace,device-thermal-state-intervals
gpu_fmt_uint32.trace,display-compositor-events-interval
gpu_fmt_uint32.trace,display-compositor-interval
gpu_fmt_uint32.trace,display-events-interval
gpu_fmt_uint32.trace,display-surface-queue
gpu_fmt_uint32.trace,display-surface-swap
gpu_fmt_uint32.trace,display-vsyncs-interval
gpu_fmt_uint32.trace,displayed-surfaces-interval
gpu_fmt_uint32.trace,displayed-surfaces-per-second
gpu_fmt_uint32.trace,dyld-library-load
gpu_fmt_uint32.trace,gpu-aps-stream
gpu_fmt_uint32.trace,gpu-counter-info
gpu_fmt_uint32.trace,gpu-counter-value
gpu_fmt_uint32.trace,gpu-performance-device-state-intervals
gpu_fmt_uint32.trace,gpu-performance-state-info
gpu_fmt_uint32.trace,gpu-performance-state-intervals
gpu_fmt_uint32.trace,gpu-shader-profiler-interval
gpu_fmt_uint32.trace,gpu-shader-profiler-sample
gpu_fmt_uint32.trace,graphics-compiler-activity-intervals
gpu_fmt_uint32.trace,hang-risks
gpu_fmt_uint32.trace,kdebug
gpu_fmt_uint32.trace,kdebug-strings
gpu_fmt_uint32.trace,life-cycle-period
gpu_fmt_uint32.trace,metal-application-command-buffer-submissions
gpu_fmt_uint32.trace,metal-application-encoders-list
gpu_fmt_uint32.trace,metal-application-event-interval
gpu_fmt_uint32.trace,metal-application-intervals
gpu_fmt_uint32.trace,metal-ar-events
gpu_fmt_uint32.trace,metal-command-buffer-completed
gpu_fmt_uint32.trace,metal-command-buffer-error
gpu_fmt_uint32.trace,metal-command-buffer-frame-assignment
gpu_fmt_uint32.trace,metal-command-buffer-to-accelerator-id
gpu_fmt_uint32.trace,metal-current-allocated-size
gpu_fmt_uint32.trace,metal-driver-event-intervals
gpu_fmt_uint32.trace,metal-driver-event-per-thread-intervals
gpu_fmt_uint32.trace,metal-driver-intervals
gpu_fmt_uint32.trace,metal-gpu-counter-intervals
gpu_fmt_uint32.trace,metal-gpu-counter-profile
gpu_fmt_uint32.trace,metal-gpu-execution-points
gpu_fmt_uint32.trace,metal-gpu-info
gpu_fmt_uint32.trace,metal-gpu-intervals
gpu_fmt_uint32.trace,metal-gpu-state-intervals
gpu_fmt_uint32.trace,metal-gpu-submission-to-command-buffer-id
gpu_fmt_uint32.trace,metal-io-surface-access
gpu_fmt_uint32.trace,metal-kernel-resource-allocations
gpu_fmt_uint32.trace,metal-known-compositor-process
gpu_fmt_uint32.trace,metal-object-dependency-chain-app
gpu_fmt_uint32.trace,metal-object-dependency-chain-display
gpu_fmt_uint32.trace,metal-object-dependency-chain-driver
gpu_fmt_uint32.trace,metal-object-dependency-chain-gpu
gpu_fmt_uint32.trace,metal-object-label
gpu_fmt_uint32.trace,metal-residency-set-interval
gpu_fmt_uint32.trace,metal-residency-set-resource-event
gpu_fmt_uint32.trace,metal-residency-set-usage-event
gpu_fmt_uint32.trace,metal-resource-allocations
gpu_fmt_uint32.trace,metal-shader-profiler-intervals
gpu_fmt_uint32.trace,metal-shader-profiler-shader-list
gpu_fmt_uint32.trace,metal-visual-highlight-chain-app
gpu_fmt_uint32.trace,metal-visual-highlight-chain-display
gpu_fmt_uint32.trace,metal-visual-highlight-chain-driver
gpu_fmt_uint32.trace,metal-visual-highlight-chain-gpu
gpu_fmt_uint32.trace,metal-wired-sysmem-level-interval
gpu_fmt_uint32.trace,mps-hw-intervals
gpu_fmt_uint32.trace,os-log
gpu_fmt_uint32.trace,os-signpost
gpu_fmt_uint32.trace,os-signpost-arg
gpu_fmt_uint32.trace,potential-hangs
gpu_fmt_uint32.trace,process-info
gpu_fmt_uint32.trace,runloop-events
gpu_fmt_uint32.trace,thread-info
gpu_fmt_uint32.trace,tick
gpu_fmt_uint32.trace,time-info
gpu_fmt_uint32.trace,time-profile
gpu_fmt_uint32.trace,time-sample
gpu_fmt_uint32.trace,visual-chain
gpu_fmt_uint32.trace,visual-connection
gpu_fmt_uint4.trace,ca-client-buffer-wait-interval
gpu_fmt_uint4.trace,ca-client-present-request
gpu_fmt_uint4.trace,ca-client-presented-handler
gpu_fmt_uint4.trace,device-display-info
gpu_fmt_uint4.trace,device-gpu-info
gpu_fmt_uint4.trace,device-thermal-state-intervals
gpu_fmt_uint4.trace,display-compositor-events-interval
gpu_fmt_uint4.trace,display-compositor-interval
gpu_fmt_uint4.trace,display-events-interval
gpu_fmt_uint4.trace,display-surface-queue
gpu_fmt_uint4.trace,display-surface-swap
gpu_fmt_uint4.trace,display-vsyncs-interval
gpu_fmt_uint4.trace,displayed-surfaces-interval
gpu_fmt_uint4.trace,displayed-surfaces-per-second
gpu_fmt_uint4.trace,dyld-library-load
gpu_fmt_uint4.trace,gpu-aps-stream
gpu_fmt_uint4.trace,gpu-counter-info
gpu_fmt_uint4.trace,gpu-counter-value
gpu_fmt_uint4.trace,gpu-performance-device-state-intervals
gpu_fmt_uint4.trace,gpu-performance-state-info
gpu_fmt_uint4.trace,gpu-performance-state-intervals
gpu_fmt_uint4.trace,gpu-shader-profiler-interval
gpu_fmt_uint4.trace,gpu-shader-profiler-sample
gpu_fmt_uint4.trace,graphics-compiler-activity-intervals
gpu_fmt_uint4.trace,hang-risks
gpu_fmt_uint4.trace,kdebug
gpu_fmt_uint4.trace,kdebug-strings
gpu_fmt_uint4.trace,life-cycle-period
gpu_fmt_uint4.trace,metal-application-command-buffer-submissions
gpu_fmt_uint4.trace,metal-application-encoders-list
gpu_fmt_uint4.trace,metal-application-event-interval
gpu_fmt_uint4.trace,metal-application-intervals
gpu_fmt_uint4.trace,metal-ar-events
gpu_fmt_uint4.trace,metal-command-buffer-completed
gpu_fmt_uint4.trace,metal-command-buffer-error
gpu_fmt_uint4.trace,metal-command-buffer-frame-assignment
gpu_fmt_uint4.trace,metal-command-buffer-to-accelerator-id
gpu_fmt_uint4.trace,metal-current-allocated-size
gpu_fmt_uint4.trace,metal-driver-event-intervals
gpu_fmt_uint4.trace,metal-driver-event-per-thread-intervals
gpu_fmt_uint4.trace,metal-driver-intervals
gpu_fmt_uint4.trace,metal-gpu-counter-intervals
gpu_fmt_uint4.trace,metal-gpu-counter-profile
gpu_fmt_uint4.trace,metal-gpu-execution-points
gpu_fmt_uint4.trace,metal-gpu-info
gpu_fmt_uint4.trace,metal-gpu-intervals
gpu_fmt_uint4.trace,metal-gpu-state-intervals
gpu_fmt_uint4.trace,metal-gpu-submission-to-command-buffer-id
gpu_fmt_uint4.trace,metal-io-surface-access
gpu_fmt_uint4.trace,metal-kernel-resource-allocations
gpu_fmt_uint4.trace,metal-known-compositor-process
gpu_fmt_uint4.trace,metal-object-dependency-chain-app
gpu_fmt_uint4.trace,metal-object-dependency-chain-display
gpu_fmt_uint4.trace,metal-object-dependency-chain-driver
gpu_fmt_uint4.trace,metal-object-dependency-chain-gpu
gpu_fmt_uint4.trace,metal-object-label
gpu_fmt_uint4.trace,metal-residency-set-interval
gpu_fmt_uint4.trace,metal-residency-set-resource-event
gpu_fmt_uint4.trace,metal-residency-set-usage-event
gpu_fmt_uint4.trace,metal-resource-allocations
gpu_fmt_uint4.trace,metal-shader-profiler-intervals
gpu_fmt_uint4.trace,metal-shader-profiler-shader-list
gpu_fmt_uint4.trace,metal-visual-highlight-chain-app
gpu_fmt_uint4.trace,metal-visual-highlight-chain-display
gpu_fmt_uint4.trace,metal-visual-highlight-chain-driver
gpu_fmt_uint4.trace,metal-visual-highlight-chain-gpu
gpu_fmt_uint4.trace,metal-wired-sysmem-level-interval
gpu_fmt_uint4.trace,mps-hw-intervals
gpu_fmt_uint4.trace,os-log
gpu_fmt_uint4.trace,os-signpost
gpu_fmt_uint4.trace,os-signpost-arg
gpu_fmt_uint4.trace,potential-hangs
gpu_fmt_uint4.trace,process-info
gpu_fmt_uint4.trace,runloop-events
gpu_fmt_uint4.trace,thread-info
gpu_fmt_uint4.trace,tick
gpu_fmt_uint4.trace,time-info
gpu_fmt_uint4.trace,time-profile
gpu_fmt_uint4.trace,time-sample
gpu_fmt_uint4.trace,visual-chain
gpu_fmt_uint4.trace,visual-connection
gpu_fmt_uint64.trace,ca-client-buffer-wait-interval
gpu_fmt_uint64.trace,ca-client-present-request
gpu_fmt_uint64.trace,ca-client-presented-handler
gpu_fmt_uint64.trace,device-display-info
gpu_fmt_uint64.trace,device-gpu-info
gpu_fmt_uint64.trace,device-thermal-state-intervals
gpu_fmt_uint64.trace,display-compositor-events-interval
gpu_fmt_uint64.trace,display-compositor-interval
gpu_fmt_uint64.trace,display-events-interval
gpu_fmt_uint64.trace,display-surface-queue
gpu_fmt_uint64.trace,display-surface-swap
gpu_fmt_uint64.trace,display-vsyncs-interval
gpu_fmt_uint64.trace,displayed-surfaces-interval
gpu_fmt_uint64.trace,displayed-surfaces-per-second
gpu_fmt_uint64.trace,dyld-library-load
gpu_fmt_uint64.trace,gpu-aps-stream
gpu_fmt_uint64.trace,gpu-counter-info
gpu_fmt_uint64.trace,gpu-counter-value
gpu_fmt_uint64.trace,gpu-performance-device-state-intervals
gpu_fmt_uint64.trace,gpu-performance-state-info
gpu_fmt_uint64.trace,gpu-performance-state-intervals
gpu_fmt_uint64.trace,gpu-shader-profiler-interval
gpu_fmt_uint64.trace,gpu-shader-profiler-sample
gpu_fmt_uint64.trace,graphics-compiler-activity-intervals
gpu_fmt_uint64.trace,hang-risks
gpu_fmt_uint64.trace,kdebug
gpu_fmt_uint64.trace,kdebug-strings
gpu_fmt_uint64.trace,life-cycle-period
gpu_fmt_uint64.trace,metal-application-command-buffer-submissions
gpu_fmt_uint64.trace,metal-application-encoders-list
gpu_fmt_uint64.trace,metal-application-event-interval
gpu_fmt_uint64.trace,metal-application-intervals
gpu_fmt_uint64.trace,metal-ar-events
gpu_fmt_uint64.trace,metal-command-buffer-completed
gpu_fmt_uint64.trace,metal-command-buffer-error
gpu_fmt_uint64.trace,metal-command-buffer-frame-assignment
gpu_fmt_uint64.trace,metal-command-buffer-to-accelerator-id
gpu_fmt_uint64.trace,metal-current-allocated-size
gpu_fmt_uint64.trace,metal-driver-event-intervals
gpu_fmt_uint64.trace,metal-driver-event-per-thread-intervals
gpu_fmt_uint64.trace,metal-driver-intervals
gpu_fmt_uint64.trace,metal-gpu-counter-intervals
gpu_fmt_uint64.trace,metal-gpu-counter-profile
gpu_fmt_uint64.trace,metal-gpu-execution-points
gpu_fmt_uint64.trace,metal-gpu-info
gpu_fmt_uint64.trace,metal-gpu-intervals
gpu_fmt_uint64.trace,metal-gpu-state-intervals
gpu_fmt_uint64.trace,metal-gpu-submission-to-command-buffer-id
gpu_fmt_uint64.trace,metal-io-surface-access
gpu_fmt_uint64.trace,metal-kernel-resource-allocations
gpu_fmt_uint64.trace,metal-known-compositor-process
gpu_fmt_uint64.trace,metal-object-dependency-chain-app
gpu_fmt_uint64.trace,metal-object-dependency-chain-display
gpu_fmt_uint64.trace,metal-object-dependency-chain-driver
gpu_fmt_uint64.trace,metal-object-dependency-chain-gpu
gpu_fmt_uint64.trace,metal-object-label
gpu_fmt_uint64.trace,metal-residency-set-interval
gpu_fmt_uint64.trace,metal-residency-set-resource-event
gpu_fmt_uint64.trace,metal-residency-set-usage-event
gpu_fmt_uint64.trace,metal-resource-allocations
gpu_fmt_uint64.trace,metal-shader-profiler-intervals
gpu_fmt_uint64.trace,metal-shader-profiler-shader-list
gpu_fmt_uint64.trace,metal-visual-highlight-chain-app
gpu_fmt_uint64.trace,metal-visual-highlight-chain-display
gpu_fmt_uint64.trace,metal-visual-highlight-chain-driver
gpu_fmt_uint64.trace,metal-visual-highlight-chain-gpu
gpu_fmt_uint64.trace,metal-wired-sysmem-level-interval
gpu_fmt_uint64.trace,mps-hw-intervals
gpu_fmt_uint64.trace,os-log
gpu_fmt_uint64.trace,os-signpost
gpu_fmt_uint64.trace,os-signpost-arg
gpu_fmt_uint64.trace,potential-hangs
gpu_fmt_uint64.trace,process-info
gpu_fmt_uint64.trace,runloop-events
gpu_fmt_uint64.trace,thread-info
gpu_fmt_uint64.trace,tick
gpu_fmt_uint64.trace,time-info
gpu_fmt_uint64.trace,time-profile
gpu_fmt_uint64.trace,time-sample
gpu_fmt_uint64.trace,visual-chain
gpu_fmt_uint64.trace,visual-connection
gpu_fp4.trace,device-gpu-info
gpu_fp4.trace,dyld-library-load
gpu_fp4.trace,gpu-aps-stream
gpu_fp4.trace,gpu-counter-info
gpu_fp4.trace,gpu-counter-value
gpu_fp4.trace,kdebug
gpu_fp4.trace,kdebug-strings
gpu_fp4.trace,metal-gpu-counter-intervals
gpu_fp4.trace,metal-gpu-counter-profile
gpu_fp4.trace,process-info
gpu_fp4.trace,thread-info
gpu_fp4.trace,tick
gpu_int16.trace,device-gpu-info
gpu_int16.trace,dyld-library-load
gpu_int16.trace,gpu-aps-stream
gpu_int16.trace,gpu-counter-info
gpu_int16.trace,gpu-counter-value
gpu_int16.trace,kdebug
gpu_int16.trace,kdebug-strings
gpu_int16.trace,metal-gpu-counter-intervals
gpu_int16.trace,metal-gpu-counter-profile
gpu_int16.trace,process-info
gpu_int16.trace,thread-info
gpu_int16.trace,tick
gpu_int32.trace,device-gpu-info
gpu_int32.trace,dyld-library-load
gpu_int32.trace,gpu-aps-stream
gpu_int32.trace,gpu-counter-info
gpu_int32.trace,gpu-counter-value
gpu_int32.trace,kdebug
gpu_int32.trace,kdebug-strings
gpu_int32.trace,metal-gpu-counter-intervals
gpu_int32.trace,metal-gpu-counter-profile
gpu_int32.trace,process-info
gpu_int32.trace,thread-info
gpu_int32.trace,tick
gpu_int4.trace,device-gpu-info
gpu_int4.trace,dyld-library-load
gpu_int4.trace,gpu-aps-stream
gpu_int4.trace,gpu-counter-info
gpu_int4.trace,gpu-counter-value
gpu_int4.trace,kdebug
gpu_int4.trace,kdebug-strings
gpu_int4.trace,metal-gpu-counter-intervals
gpu_int4.trace,metal-gpu-counter-profile
gpu_int4.trace,process-info
gpu_int4.trace,thread-info
gpu_int4.trace,tick
gpu_int64.trace,device-gpu-info
gpu_int64.trace,dyld-library-load
gpu_int64.trace,gpu-aps-stream
gpu_int64.trace,gpu-counter-info
gpu_int64.trace,gpu-counter-value
gpu_int64.trace,kdebug
gpu_int64.trace,kdebug-strings
gpu_int64.trace,metal-gpu-counter-intervals
gpu_int64.trace,metal-gpu-counter-profile
gpu_int64.trace,process-info
gpu_int64.trace,thread-info
gpu_int64.trace,tick
gpu_uint16.trace,device-gpu-info
gpu_uint16.trace,dyld-library-load
gpu_uint16.trace,gpu-aps-stream
gpu_uint16.trace,gpu-counter-info
gpu_uint16.trace,gpu-counter-value
gpu_uint16.trace,kdebug
gpu_uint16.trace,kdebug-strings
gpu_uint16.trace,metal-gpu-counter-intervals
gpu_uint16.trace,metal-gpu-counter-profile
gpu_uint16.trace,process-info
gpu_uint16.trace,thread-info
gpu_uint16.trace,tick
gpu_uint32.trace,device-gpu-info
gpu_uint32.trace,dyld-library-load
gpu_uint32.trace,gpu-aps-stream
gpu_uint32.trace,gpu-counter-info
gpu_uint32.trace,gpu-counter-value
gpu_uint32.trace,kdebug
gpu_uint32.trace,kdebug-strings
gpu_uint32.trace,metal-gpu-counter-intervals
gpu_uint32.trace,metal-gpu-counter-profile
gpu_uint32.trace,process-info
gpu_uint32.trace,thread-info
gpu_uint32.trace,tick
gpu_uint4.trace,device-gpu-info
gpu_uint4.trace,dyld-library-load
gpu_uint4.trace,gpu-aps-stream
gpu_uint4.trace,gpu-counter-info
gpu_uint4.trace,gpu-counter-value
gpu_uint4.trace,kdebug
gpu_uint4.trace,kdebug-strings
gpu_uint4.trace,metal-gpu-counter-intervals
gpu_uint4.trace,metal-gpu-counter-profile
gpu_uint4.trace,process-info
gpu_uint4.trace,thread-info
gpu_uint4.trace,tick
gpu_uint64.trace,device-gpu-info
gpu_uint64.trace,dyld-library-load
gpu_uint64.trace,gpu-aps-stream
gpu_uint64.trace,gpu-counter-info
gpu_uint64.trace,gpu-counter-value
gpu_uint64.trace,kdebug
gpu_uint64.trace,kdebug-strings
gpu_uint64.trace,metal-gpu-counter-intervals
gpu_uint64.trace,metal-gpu-counter-profile
gpu_uint64.trace,process-info
gpu_uint64.trace,thread-info
gpu_uint64.trace,tick
